id,n_of_groups,gym,health,food,active,unhealthy,no_group,gym_time,health_time,active_time,food_time,unhealthy_time
434,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
435,4.0,False,True,False,False,False,False,-1,11,-1,-1,-1
436,2.0,False,False,False,True,False,False,-1,-1,-1,15,-1
437,5.0,False,False,False,True,False,False,-1,-1,-1,9,-1
438,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
439,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
440,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
441,4.0,False,False,False,True,False,False,-1,-1,-1,8,-1
442,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
443,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
444,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
445,0.0,,,,,,True,-1,-1,-1,-1,-1
446,5.0,True,False,False,True,False,False,11,-1,-1,9,-1
447,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
448,2.0,True,False,False,False,False,False,13,-1,-1,-1,-1
449,5.0,False,False,False,True,False,False,-1,-1,-1,11,-1
450,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
451,3.0,True,False,False,False,False,False,11,-1,-1,-1,-1
452,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
453,5.0,False,False,False,True,False,False,-1,-1,-1,11,-1
454,6.0,False,False,False,True,False,False,-1,-1,-1,12,-1
455,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
456,4.0,False,False,False,True,False,False,-1,-1,-1,12,-1
457,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
458,2.0,False,False,False,True,False,False,-1,-1,-1,11,-1
459,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
460,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
461,9.0,True,False,True,True,False,False,10,-1,12,11,-1
462,4.0,False,True,False,False,False,False,-1,12,-1,-1,-1
463,4.0,False,True,False,False,False,False,-1,12,-1,-1,-1
464,4.0,False,False,False,True,False,False,-1,-1,-1,12,-1
465,4.0,False,True,False,False,False,False,-1,12,-1,-1,-1
466,4.0,True,True,False,False,False,False,10,10,-1,-1,-1
467,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
468,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
469,3.0,False,False,False,True,False,False,-1,-1,-1,12,-1
470,5.0,False,True,False,False,False,False,-1,11,-1,-1,-1
471,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
472,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
473,5.0,False,True,False,True,False,False,-1,11,-1,11,-1
474,6.0,True,False,False,True,False,False,12,-1,-1,11,-1
475,4.0,False,True,True,False,False,False,-1,12,10,-1,-1
476,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
477,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
478,5.0,True,True,False,False,False,False,10,12,-1,-1,-1
479,5.0,True,False,False,False,False,False,11,-1,-1,-1,-1
480,6.0,False,False,True,False,False,False,-1,-1,10,-1,-1
481,0.0,,,,,,True,-1,-1,-1,-1,-1
482,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
483,5.0,False,True,False,False,False,False,-1,10,-1,-1,-1
484,5.0,True,True,False,True,False,False,11,11,-1,11,-1
485,6.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
486,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
487,7.0,False,False,False,True,False,False,-1,-1,-1,9,-1
488,5.0,False,False,True,False,False,False,-1,-1,11,-1,-1
489,7.0,True,False,True,True,False,False,10,-1,9,11,-1
490,5.0,True,True,False,True,False,False,14,9,-1,12,-1
491,4.0,False,False,True,True,False,False,-1,-1,8,13,-1
492,5.0,False,False,False,True,False,False,-1,-1,-1,10,-1
493,7.0,False,True,False,True,False,False,-1,10,-1,10,-1
494,5.0,False,True,False,True,False,False,-1,12,-1,12,-1
495,7.0,False,True,True,False,False,False,-1,11,10,-1,-1
496,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
497,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
498,4.0,False,False,True,True,False,False,-1,-1,13,11,-1
499,6.0,False,False,True,False,False,False,-1,-1,12,-1,-1
500,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
501,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
502,3.0,False,False,False,True,False,False,-1,-1,-1,12,-1
503,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
504,6.0,True,True,False,True,False,False,12,11,-1,11,-1
505,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
506,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
507,4.0,False,False,False,True,False,False,-1,-1,-1,10,-1
508,6.0,False,False,True,False,False,False,-1,-1,11,-1,-1
509,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
510,5.0,False,True,False,False,False,False,-1,12,-1,-1,-1
511,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
512,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
513,8.0,True,False,False,True,False,False,10,-1,-1,13,-1
514,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
515,7.0,False,True,False,True,False,False,-1,8,-1,9,-1
516,9.0,False,True,False,True,False,False,-1,10,-1,9,-1
517,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
518,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
519,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
520,4.0,False,False,True,True,False,False,-1,-1,12,11,-1
521,6.0,True,True,False,True,False,False,11,11,-1,11,-1
522,3.0,False,False,True,False,True,False,-1,-1,11,-1,11
523,4.0,False,False,False,True,False,False,-1,-1,-1,12,-1
524,5.0,False,True,False,True,False,False,-1,12,-1,11,-1
525,4.0,False,False,False,True,False,False,-1,-1,-1,13,-1
526,4.0,True,False,True,False,False,False,10,-1,10,-1,-1
527,4.0,True,False,False,False,False,False,13,-1,-1,-1,-1
528,0.0,,,,,,True,-1,-1,-1,-1,-1
529,5.0,False,False,False,True,False,False,-1,-1,-1,11,-1
530,4.0,False,False,True,True,False,False,-1,-1,11,9,-1
531,5.0,True,True,True,False,False,False,10,11,8,-1,-1
532,4.0,False,False,False,True,False,False,-1,-1,-1,11,-1
533,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
534,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
535,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
536,3.0,False,True,False,False,False,False,-1,7,-1,-1,-1
537,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
538,4.0,True,True,False,True,False,False,11,10,-1,10,-1
539,7.0,False,True,False,False,False,False,-1,9,-1,-1,-1
540,6.0,True,True,False,False,False,False,11,11,-1,-1,-1
541,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
542,2.0,True,False,False,True,False,False,10,-1,-1,8,-1
543,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
544,3.0,False,False,True,False,False,False,-1,-1,10,-1,-1
545,6.0,False,True,False,True,False,False,-1,13,-1,10,-1
546,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
547,4.0,False,True,False,False,False,False,-1,12,-1,-1,-1
548,4.0,True,False,False,False,False,False,10,-1,-1,-1,-1
549,8.0,False,True,False,True,False,False,-1,12,-1,10,-1
550,5.0,False,False,True,True,True,False,-1,-1,9,9,11
551,8.0,True,True,True,True,False,False,11,10,10,12,-1
552,4.0,False,False,False,True,False,False,-1,-1,-1,10,-1
553,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
554,5.0,False,False,True,True,False,False,-1,-1,10,11,-1
555,4.0,True,False,False,False,False,False,11,-1,-1,-1,-1
556,2.0,False,False,False,True,False,False,-1,-1,-1,11,-1
557,5.0,False,True,False,False,False,False,-1,10,-1,-1,-1
558,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
559,2.0,False,True,False,True,False,False,-1,10,-1,9,-1
560,5.0,False,False,False,True,False,False,-1,-1,-1,9,-1
561,7.0,False,True,False,False,False,False,-1,11,-1,-1,-1
562,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
563,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
564,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
565,3.0,False,True,True,False,False,False,-1,13,12,-1,-1
566,7.0,True,True,False,True,False,False,12,10,-1,10,-1
567,3.0,False,True,False,False,False,False,-1,12,-1,-1,-1
568,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
569,2.0,False,False,False,True,False,False,-1,-1,-1,11,-1
570,3.0,False,True,False,False,False,False,-1,12,-1,-1,-1
571,6.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
572,6.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
573,7.0,False,True,True,True,False,False,-1,9,8,11,-1
574,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
575,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
576,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
577,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
578,3.0,True,False,False,False,False,False,12,-1,-1,-1,-1
579,4.0,True,False,False,True,False,False,12,-1,-1,12,-1
580,4.0,False,False,False,True,False,False,-1,-1,-1,8,-1
581,4.0,False,True,False,False,False,False,-1,10,-1,-1,-1
582,3.0,False,True,False,False,False,False,-1,10,-1,-1,-1
583,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
584,6.0,True,True,False,True,False,False,9,10,-1,13,-1
585,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
586,3.0,True,True,False,False,False,False,9,10,-1,-1,-1
587,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
588,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
589,6.0,False,True,False,False,False,False,-1,11,-1,-1,-1
590,3.0,False,False,True,False,False,False,-1,-1,12,-1,-1
591,4.0,False,True,False,False,False,False,-1,9,-1,-1,-1
592,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
593,2.0,False,False,False,True,False,False,-1,-1,-1,9,-1
594,4.0,False,False,False,True,False,False,-1,-1,-1,10,-1
595,2.0,False,False,False,True,False,False,-1,-1,-1,8,-1
596,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
597,6.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
598,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
599,6.0,False,False,True,True,False,False,-1,-1,8,10,-1
600,6.0,False,True,False,True,False,False,-1,9,-1,10,-1
601,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
602,2.0,False,False,True,False,False,False,-1,-1,10,-1,-1
603,2.0,False,True,False,True,False,False,-1,11,-1,13,-1
604,5.0,False,False,True,True,False,False,-1,-1,11,11,-1
605,6.0,False,False,False,True,False,False,-1,-1,-1,10,-1
606,4.0,True,False,False,False,False,False,10,-1,-1,-1,-1
607,5.0,False,True,False,False,False,False,-1,10,-1,-1,-1
608,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
609,5.0,False,False,True,True,False,False,-1,-1,9,12,-1
610,3.0,False,False,False,True,False,False,-1,-1,-1,10,-1
611,2.0,False,False,True,False,True,False,-1,-1,9,-1,9
612,4.0,False,False,False,False,True,False,-1,-1,-1,-1,11
613,2.0,False,True,False,False,False,False,-1,12,-1,-1,-1
614,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
615,3.0,False,False,False,True,False,False,-1,-1,-1,14,-1
616,6.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
617,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
618,6.0,True,True,False,False,False,False,10,9,-1,-1,-1
619,3.0,False,False,False,True,False,False,-1,-1,-1,10,-1
620,7.0,True,False,False,True,False,False,10,-1,-1,10,-1
621,3.0,False,False,True,False,True,False,-1,-1,10,-1,10
622,3.0,False,False,True,False,False,False,-1,-1,11,-1,-1
623,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
624,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
625,3.0,False,True,True,True,False,False,-1,11,11,12,-1
626,1.0,False,False,False,True,False,False,-1,-1,-1,9,-1
627,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
628,6.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
629,4.0,False,False,False,True,False,False,-1,-1,-1,9,-1
630,1.0,False,False,True,False,False,False,-1,-1,12,-1,-1
631,7.0,False,False,False,True,True,False,-1,-1,-1,11,11
632,6.0,False,False,False,True,False,False,-1,-1,-1,9,-1
633,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
634,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
635,3.0,False,False,False,True,False,False,-1,-1,-1,10,-1
636,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
637,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
638,4.0,False,True,False,True,False,False,-1,13,-1,11,-1
639,7.0,False,True,False,True,False,False,-1,11,-1,10,-1
640,5.0,True,False,True,False,False,False,9,-1,12,-1,-1
641,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
642,2.0,False,True,False,False,False,False,-1,12,-1,-1,-1
643,7.0,False,False,False,True,False,False,-1,-1,-1,11,-1
644,5.0,False,False,True,True,False,False,-1,-1,9,9,-1
645,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
646,5.0,False,False,True,True,False,False,-1,-1,11,11,-1
647,9.0,False,True,False,True,False,False,-1,10,-1,11,-1
648,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
649,5.0,False,True,False,True,False,False,-1,11,-1,13,-1
650,4.0,False,False,False,True,False,False,-1,-1,-1,11,-1
651,6.0,False,True,False,True,False,False,-1,13,-1,11,-1
652,4.0,False,False,True,False,False,False,-1,-1,10,-1,-1
653,5.0,False,False,False,True,False,False,-1,-1,-1,10,-1
654,4.0,False,False,False,False,True,False,-1,-1,-1,-1,11
655,2.0,True,False,False,False,False,False,11,-1,-1,-1,-1
656,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
657,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
658,4.0,False,False,False,True,False,False,-1,-1,-1,13,-1
659,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
660,4.0,False,False,True,False,False,False,-1,-1,13,-1,-1
661,10.0,True,True,False,False,False,False,11,13,-1,-1,-1
662,5.0,False,False,False,True,False,False,-1,-1,-1,9,-1
663,5.0,False,False,True,False,False,False,-1,-1,11,-1,-1
664,3.0,False,False,False,True,False,False,-1,-1,-1,11,-1
665,6.0,True,True,False,True,False,False,10,11,-1,10,-1
666,3.0,False,False,True,False,False,False,-1,-1,11,-1,-1
667,5.0,False,False,True,False,False,False,-1,-1,11,-1,-1
668,3.0,True,False,False,False,False,False,11,-1,-1,-1,-1
669,2.0,False,True,False,False,False,False,-1,10,-1,-1,-1
670,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
671,4.0,False,False,False,True,False,False,-1,-1,-1,10,-1
672,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
673,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
674,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
675,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
676,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
677,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
678,5.0,False,False,False,True,False,False,-1,-1,-1,13,-1
679,5.0,False,False,True,False,True,False,-1,-1,11,-1,12
680,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
681,3.0,False,False,False,False,True,False,-1,-1,-1,-1,11
682,3.0,False,True,False,True,False,False,-1,11,-1,10,-1
683,2.0,False,True,False,False,False,False,-1,9,-1,-1,-1
684,2.0,False,False,True,False,False,False,-1,-1,13,-1,-1
685,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
686,4.0,False,False,False,True,False,False,-1,-1,-1,11,-1
687,7.0,True,True,True,False,False,False,8,10,11,-1,-1
688,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
689,4.0,False,False,False,True,False,False,-1,-1,-1,13,-1
690,5.0,False,True,True,False,False,False,-1,13,12,-1,-1
691,3.0,False,False,True,False,False,False,-1,-1,11,-1,-1
692,5.0,False,False,False,True,False,False,-1,-1,-1,12,-1
693,5.0,False,True,False,False,False,False,-1,11,-1,-1,-1
694,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
695,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
696,1.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
697,4.0,False,True,False,False,False,False,-1,11,-1,-1,-1
698,3.0,False,False,False,True,False,False,-1,-1,-1,9,-1
699,4.0,False,False,True,False,False,False,-1,-1,11,-1,-1
700,8.0,True,False,True,True,True,False,11,-1,11,11,11
701,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
702,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
703,2.0,False,True,False,False,False,False,-1,11,-1,-1,-1
704,8.0,False,True,False,False,False,False,-1,11,-1,-1,-1
705,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
706,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
707,6.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
708,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
709,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
710,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
711,5.0,True,False,False,True,False,False,12,-1,-1,10,-1
712,6.0,True,True,False,False,False,False,11,11,-1,-1,-1
713,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
714,5.0,True,True,False,False,False,False,11,11,-1,-1,-1
715,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
716,2.0,False,False,True,False,False,False,-1,-1,10,-1,-1
717,2.0,False,False,False,True,False,False,-1,-1,-1,11,-1
718,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
719,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
720,4.0,False,False,True,False,True,False,-1,-1,10,-1,11
721,3.0,False,False,False,False,True,False,-1,-1,-1,-1,14
722,5.0,False,True,False,True,False,False,-1,10,-1,11,-1
723,4.0,False,False,False,True,False,False,-1,-1,-1,13,-1
724,5.0,False,True,False,True,False,False,-1,10,-1,10,-1
725,6.0,True,True,False,True,False,False,9,11,-1,11,-1
726,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
727,3.0,False,False,False,True,False,False,-1,-1,-1,11,-1
728,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
729,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
730,7.0,False,False,True,False,True,False,-1,-1,8,-1,10
731,4.0,False,False,True,True,False,False,-1,-1,11,12,-1
732,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
733,6.0,False,True,False,True,False,False,-1,8,-1,12,-1
734,3.0,False,False,False,True,False,False,-1,-1,-1,10,-1
735,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
736,7.0,False,False,True,False,False,False,-1,-1,10,-1,-1
737,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
738,3.0,True,True,False,False,False,False,10,12,-1,-1,-1
739,6.0,True,False,False,False,False,False,10,-1,-1,-1,-1
740,4.0,False,False,True,True,False,False,-1,-1,11,13,-1
741,4.0,False,False,False,False,True,False,-1,-1,-1,-1,9
742,3.0,False,False,False,True,False,False,-1,-1,-1,8,-1
743,7.0,True,True,False,False,False,False,12,10,-1,-1,-1
744,6.0,True,False,False,False,False,False,10,-1,-1,-1,-1
745,5.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
746,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
747,2.0,False,True,False,False,False,False,-1,11,-1,-1,-1
748,7.0,True,False,False,True,False,False,10,-1,-1,11,-1
749,5.0,False,False,False,True,False,False,-1,-1,-1,10,-1
750,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
751,2.0,False,False,False,True,False,False,-1,-1,-1,12,-1
752,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
753,4.0,False,False,False,True,False,False,-1,-1,-1,13,-1
754,5.0,True,False,False,True,False,False,13,-1,-1,13,-1
755,2.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
756,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
757,5.0,True,False,False,True,False,False,13,-1,-1,11,-1
758,2.0,False,False,False,True,False,False,-1,-1,-1,10,-1
759,4.0,False,False,False,True,False,False,-1,-1,-1,9,-1
760,1.0,False,False,False,True,False,False,-1,-1,-1,11,-1
761,3.0,False,False,False,True,False,False,-1,-1,-1,9,-1
762,6.0,True,True,False,False,False,False,9,9,-1,-1,-1
763,4.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
764,2.0,False,False,False,True,False,False,-1,-1,-1,12,-1
765,5.0,False,False,True,False,False,False,-1,-1,9,-1,-1
766,3.0,False,True,True,True,False,False,-1,10,11,10,-1
767,3.0,False,False,False,True,False,False,-1,-1,-1,9,-1
768,5.0,False,True,False,True,False,False,-1,10,-1,9,-1
769,6.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
770,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
771,3.0,False,False,False,False,False,True,-1,-1,-1,-1,-1
772,3.0,False,True,False,False,False,False,-1,11,-1,-1,-1
